GPS Time, Device Time, Longitude, Latitude,GPS Speed(km/h), Horizontal Dilution of Precision, Altitude(m), Bearing, Gravity X(G), Gravity Y(G), Gravity Z(G),Acceleration Sensor(Total)(g),Speed (OBD)(km/h),Engine Load(%),Engine Coolant Temperature(°F),Intake Air Temperature(°F),Engine RPM(rpm),Mass Air Flow Rate(g/s),0-100kph Time(s),Intake Manifold Pressure(kpa),0-200kph Time(s),Timing Advance(°),Engine Load(Absolute)(%),Barometer (on Android device)(mb),Trip Time(Since journey start)(s),GPS Satellites,GPS Bearing(°),GPS Altitude(m),Trip time(whilst moving)(s),Trip Distance(km),Trip time(whilst stationary)(s)
Tue Aug 21 18:26:48 MESZ 2012,21-Aug-2012 18:25:53.740,6.960327058079093,50.380877212244236,92.98042,16.0,408.00458165829843,72.124596,0.80875146,0.9427335,-0.33255944,0.37732065,100,9.01960754,220.99999499,102.19999814,4013,16.37999916,34.99599838,0,0,25,0,969.88995361,538,12,72.12459564,408.00458166,515.49200439,12.40456772,22.69300079
Tue Aug 21 18:26:49 MESZ 2012,21-Aug-2012 18:25:54.738,6.960650046243147,50.38091537667446,88.13892,24.0,409.0504920919395,81.360054,0.9121884,1.1565493,-0.4707067,0.43530026,86,8.23529434,220.99999499,102.19999814,3630,13.43999958,34.99599838,0,0,25,0,970.13000488,539,12,81.36005402,409.05049209,516.68103027,12.42792988,22.69300079
Tue Aug 21 18:26:50 MESZ 2012,21-Aug-2012 18:25:55.746,6.960954018871088,50.38086965311518,80.304405,24.0,409.5525498792616,102.70956,0.94967556,1.1308637,-0.6595311,0.6317755,86,8.23529434,220.99999499,102.19999814,3630,80.5,34.99599838,0,0,9,0,969.63000488,540,13,102.70955658,409.55254988,517.63201904,12.45014095,22.69300079
Tue Aug 21 18:26:51 MESZ 2012,21-Aug-2012 18:25:56.748,6.961158983879411,50.3807108350022,81.775444,16.0,409.62758196059525,130.77295,0.47344938,1.1551609,-0.64009327,0.27303696,84,56.86274719,220.99999499,100.39999819,3718,80.5,34.99599838,0,0,9,0,969.82000732,541,13,130.77294922,409.62758196,518.55297852,12.4730463,22.69300079
Tue Aug 21 18:26:52 MESZ 2012,21-Aug-2012 18:25:57.742,6.9613155921126575,50.38054823384833,84.3307,16.0,409.84215464765254,146.03546,0.3873677,0.9348658,-0.5785402,0.13817813,84,56.86274719,220.99999499,100.39999819,3718,94.84999847,34.99599838,0,0,22.5,0,969.38000488,542,12,146.03546143,409.84215465,519.52697754,12.49428844,22.69300079
Tue Aug 21 18:26:53 MESZ 2012,21-Aug-2012 18:25:58.750,6.961444855044781,50.38033637477354,91.24641,16.0,409.9117406238657,155.39386,0.42902008,0.9237585,-0.51328474,0.06781443,92,60,220.99999499,98.59999824,4042,94.84999847,34.99599838,0,0,22,0,969.14996338,543,12,155.39385986,409.91174062,520.47399902,12.51958466,22.69300079
Tue Aug 21 18:26:54 MESZ 2012,21-Aug-2012 18:25:59.741,6.961502477726488,50.38010667677724,89.66998,16.0,410.0677245961147,161.56285,0.3602936,1.0857402,-0.57900304,0.3739509,92,60,220.99999499,98.59999824,4395,104.08999634,34.99599838,0,0,22,0,968.61999512,544,13,161.56285095,410.0677246,521.64398193,12.54546165,22.69300079
Tue Aug 21 18:26:55 MESZ 2012,21-Aug-2012 18:26:00.750,6.961445249844013,50.37985148561664,95.7904,16.0,410.3067830235488,183.76549,0.018743595,0.9413451,-0.38531917,-0.06520346,96,59.60784531,220.99999499,98.59999824,4395,104.08999634,34.99599838,0,0,22.5,0,968.40997314,545,12,183.76548767,410.30678302,522.3380127,12.57413864,22.69300079
Tue Aug 21 18:26:56 MESZ 2012,21-Aug-2012 18:26:01.753,6.961388794442189,50.37958963549914,100.17059,16.0,410.4750383828998,186.6608,-0.11385,0.9628655,-0.24092408,-0.07276195,96,59.60784531,222.79999495,98.59999824,4754,114.09999847,34.99599838,0,0,22.5,0,967.84997559,546,12,186.66079712,410.47503838,523.54699707,12.60354137,22.69300079
Tue Aug 21 18:26:57 MESZ 2012,21-Aug-2012 18:26:02.743,6.961305557948296,50.3793026454968,106.49869,16.0,410.80242308571803,186.97876,-0.2596335,0.97605544,-0.26707256,-0.2244464,105,60,222.79999495,98.59999824,4754,114.09999847,34.99599838,0,0,22.5,0,967.94000244,547,12,186.97875977,410.80242309,524.690979,12.63600922,22.69300079
Tue Aug 21 18:26:58 MESZ 2012,21-Aug-2012 18:26:03.752,6.961233437286238,50.37901291294767,110.11344,12.0,411.514761433026,185.14648,-0.23186523,1.0656083,-0.2617503,-0.19762839,114,60,222.79999495,98.59999824,5092,123.19999695,34.99599838,0,0,22.5,0,966.94000244,548,11,185.14648438,411.51476143,525.64099121,12.66864395,22.69300079
Tue Aug 21 18:26:59 MESZ 2012,21-Aug-2012 18:26:04.755,6.961205048970123,50.37871433088434,113.902916,12.0,412.4240556579281,181.97186,-0.16660975,0.86289966,-0.17080913,-0.01420779,114,9.8039217,222.79999495,98.59999824,5092,123.19999695,34.99599838,0,0,22.5,0,966.80999756,549,13,181.97186279,412.42405566,526.55401611,12.7019186,22.69300079
Tue Aug 21 18:27:00 MESZ 2012,21-Aug-2012 18:26:05.747,6.961192644857439,50.37840375040723,115.456856,12.0,413.77075851213283,178.24333,-0.09857744,1.0593604,-0.2240317,0.02584654,118,9.8039217,222.79999495,98.59999824,3831,85.19000244,34.99599838,0,0,22.5,0,966.77996826,550,13,178.24333191,413.77075851,527.51397705,12.73647785,22.69300079
Tue Aug 21 18:27:01 MESZ 2012,21-Aug-2012 18:26:06.748,6.961202371596586,50.37809338515703,119.12749,8.0,415.2479277675608,177.68924,-0.03008232,0.8672963,-0.3786085,-0.0021967,118,55.29411697,222.79999495,98.59999824,3831,85.19000244,34.99599838,0,0,22.5,0,966.2699585,551,13,177.6892395,415.24792777,528.6829834,12.77100849,22.69300079
Tue Aug 21 18:27:02 MESZ 2012,21-Aug-2012 18:26:07.745,6.96122249503817,50.3777877020432,121.391716,8.0,416.44846194999354,177.71167,-0.23325364,0.9543037,-0.23004818,-0.19872066,123,56.07843399,222.79999495,98.59999824,3963,88.55000305,34.99599838,0,0,22.5,0,965.72998047,552,13,177.71166992,416.44846195,529.64202881,12.80504131,22.69300079
Tue Aug 21 18:27:03 MESZ 2012,21-Aug-2012 18:26:08.747,6.96125838232371,50.377477619351836,122.91491,8.0,418.0547398980233,176.91861,-0.25500548,0.9302378,-0.2522628,0.11041217,123,56.07843399,222.79999495,98.59999824,3963,88.55000305,34.99599838,0,0,22.5,0,965.34997559,553,13,176.91860962,418.0547399,530.59301758,12.83962822,22.69300079
Tue Aug 21 18:27:04 MESZ 2012,21-Aug-2012 18:26:09.748,6.961340186641176,50.377167010826426,122.29681,8.0,419.62497043445376,170.03036,-0.3144759,0.88303167,-0.22565152,-0.021669,126,59.60784531,222.79999495,98.59999824,4050,94.84999847,34.99599838,0,0,22.5,0,965.05999756,554,13,170.03036499,419.62497043,531.56201172,12.87466621,22.69300079
Tue Aug 21 18:27:05 MESZ 2012,21-Aug-2012 18:26:10.753,6.961468379825635,50.376853925878216,125.93446,8.0,421.52307918237165,166.0585,-0.35821098,0.8871969,-0.20204845,-0.04997358,126,59.60784531,222.79999495,96.79999828,4050,99.88999939,34.99599838,0,0,22,0,964.39996338,555,13,166.0585022,421.52307918,532.7130127,12.91066647,22.69300079
Tue Aug 21 18:27:06 MESZ 2012,21-Aug-2012 18:26:11.750,6.961645132478948,50.37654570258703,128.98361,8.0,423.40322845059274,160.85939,-0.51602745,0.81037134,-0.09768597,-0.07751631,130,59.60784531,222.79999495,98.59999824,4200,99.88999939,34.99599838,0,0,22,0,965.02996826,556,13,160.85939026,423.40322845,533.70202637,12.94718456,22.69300079
Tue Aug 21 18:27:07 MESZ 2012,21-Aug-2012 18:26:12.749,6.961890025012323,50.37624758803739,131.52403,8.0,424.923158904928,151.34279,-0.512325,1.1982018,-0.15900762,0.40938079,130,59.60784531,224.5999949,98.59999824,4200,103.31999969,34.99599838,0,0,22,0,964.5199585,557,13,151.3427887,424.9231589,534.61499023,12.98464298,22.69300079
Tue Aug 21 18:27:08 MESZ 2012,21-Aug-2012 18:26:13.751,6.962177640900837,50.37596947403732,133.4739,8.0,426.2119962695664,143.36058,-0.40356585,0.9334774,-0.19996583,-0.1226212,137,59.2156868,224.5999949,98.59999824,4381,103.31999969,34.99599838,0,0,22,0,964.15997314,558,13,143.36058044,426.21199627,535.54199219,13.02173233,22.69300079
Tue Aug 21 18:27:09 MESZ 2012,21-Aug-2012 18:26:14.752,6.962525070146656,50.37570475210323,134.88432,8.0,427.52674737465,140.26283,-0.34802926,1.1556237,-0.14581768,0.54567045,137,59.2156868,224.5999949,98.59999824,4381,107.09999847,34.99599838,0,0,22.5,0,963.64996338,559,13,140.26283264,427.52674737,536.51300049,13.0601759,22.69300079
Tue Aug 21 18:27:10 MESZ 2012,21-Aug-2012 18:26:15.746,6.9629415676977136,50.375476097736325,135.31213,8.0,429.0375660538167,131.84088,-0.32396343,0.9422707,-0.1768256,-0.25179479,139,58.4313736,224.5999949,96.79999828,4506,107.09999847,34.99599838,0,0,23,0,963.32000732,560,12,131.84088135,429.03756605,537.43499756,13.09922409,22.69300079
Tue Aug 21 18:27:11 MESZ 2012,21-Aug-2012 18:26:16.753,6.9634001882490715,50.3752760916971,136.73175,16.0,430.42876452821446,128.19771,-0.48039144,0.96911335,-0.27771705,0.18118043,139,58.4313736,224.5999949,96.79999828,4609,110.59999847,34.99599838,0,0,23,0,962.83996582,561,14,128.19770813,430.42876453,538.66497803,13.13871193,22.69300079
Tue Aug 21 18:27:12 MESZ 2012,21-Aug-2012 18:26:17.755,6.963926318240509,50.375129285113196,136.73175,16.0,432.1412455615884,133.26324,-0.23371644,0.9603202,-0.23097378,0.01909436,143,58.4313736,224.5999949,96.79999828,4609,110.59999847,34.99599838,0,0,22.5,0,962.90997314,562,14,133.26324463,432.14124556,539.37200928,13.17954636,22.69300079
Tue Aug 21 18:27:13 MESZ 2012,21-Aug-2012 18:26:18.748,6.964445917244987,50.374981209927945,139.70047,8.0,434.0243191088784,127.79673,-0.13930427,0.6821744,-0.2999317,-0.50905967,143,58.4313736,224.5999949,96.79999828,4708,111.37000275,34.99599838,0,0,22.5,0,962.20996094,563,14,127.79673004,434.02431911,540.565979,13.22001266,22.69300079
Tue Aug 21 18:27:14 MESZ 2012,21-Aug-2012 18:26:19.771,6.965014831787972,50.37484992124246,142.14554,8.0,435.72053166591945,113.67899,-0.014346951,0.9705019,-0.29391524,-0.13017738,146,60,224.5999949,96.79999828,4708,111.37000275,34.99599838,0,0,22.5,0,962.38000488,564,13,113.67899323,435.72053167,541.71099854,13.26303768,22.69300079
Tue Aug 21 18:27:15 MESZ 2012,21-Aug-2012 18:26:20.753,6.965579782076996,50.37470882968156,149.93883,8.0,437.4158769572355,112.1852,-0.26055917,1.1440536,-0.21061037,0.11523721,151,60,224.5999949,96.79999828,4913,117.66999817,34.99599838,0,0,22.5,0,961.9699707,565,13,112.18520355,437.41587696,542.67199707,13.30618191,22.69300079
Tue Aug 21 18:27:16 MESZ 2012,21-Aug-2012 18:26:21.743,6.966154460230726,50.374580859807814,152.57774,8.0,439.3867270476104,110.557724,-0.56601036,0.86914754,-0.22588293,-0.0151093,151,60,224.5999949,96.79999828,4913,117.66999817,34.99599838,0,0,22,0,961.23999023,566,13,110.557724,439.38672705,543.59301758,13.34947014,22.69300079
Tue Aug 21 18:27:17 MESZ 2012,21-Aug-2012 18:26:22.746,6.966749092080589,50.37447157628804,154.87187,8.0,440.88641050236635,107.082184,-0.5664731,1.1551609,-0.07292589,0.37801373,157,60,224.5999949,96.79999828,5047,122.77999878,34.99599838,0,0,22,0,961.19995117,567,12,107.08218384,440.8864105,544.54302979,13.39348316,22.69300079
Tue Aug 21 18:27:18 MESZ 2012,21-Aug-2012 18:26:23.746,6.967360037825966,50.37438850279467,155.13976,8.0,442.55249024014535,105.668236,-0.44290423,1.3217707,-0.3647244,-0.06883413,157,60.39215851,224.5999949,96.79999828,5047,122.77999878,34.99599838,0,0,22,0,961.19995117,568,12,105.66823578,442.55249024,545.69799805,13.4379158,22.69300079
Tue Aug 21 18:27:19 MESZ 2012,21-Aug-2012 18:26:24.746,6.967994601309399,50.374388405085405,156.71725,8.0,444.2380058713957,94.02438,0.09117255,0.8094457,-0.11573536,-0.24872278,160,60.7843132,224.5999949,96.79999828,5122,121.16999817,34.99599838,0,0,22,0,960.84997559,569,12,94.02438354,444.23800587,546.64099121,13.48305702,22.69300079
Tue Aug 21 18:27:20 MESZ 2012,21-Aug-2012 18:26:25.754,6.968647231290826,50.37439131129208,159.34628,8.0,446.4554078766242,92.54823,0.34432682,1.0829635,-0.2145442,0.29434019,160,60.7843132,224.5999949,96.79999828,5122,121.16999817,34.99599838,0,0,21.5,0,960.32000732,570,13,92.54823303,446.45540788,547.56097412,13.52948475,22.69300079
Tue Aug 21 18:27:21 MESZ 2012,21-Aug-2012 18:26:26.754,6.9692870569735526,50.37439451812584,158.90642,8.0,448.5679614628589,91.79817,-0.029156707,1.2421683,-0.5725238,-0.12457131,163,60,224.5999949,96.79999828,5218,123.97000122,34.99599838,0,0,21.5,0,959.63000488,571,13,91.798172,448.56796146,548.52697754,13.57500172,22.69300079
Tue Aug 21 18:27:22 MESZ 2012,21-Aug-2012 18:26:27.760,6.9699285535297655,50.374398305479104,160.20403,12.0,450.4585693828894,91.709946,0.05044573,0.90756035,-0.1865445,-0.18141642,163,60,224.5999949,94.99999833,5218,125.16000366,34.99599838,0,0,22,0,959.33996582,572,13,91.70994568,450.45856938,549.70898438,13.62063789,22.69300079
Tue Aug 21 18:27:23 MESZ 2012,21-Aug-2012 18:26:28.747,6.970561150780482,50.374386191551466,161.2152,12.0,452.8694916796682,92.66312,-0.031933535,0.8580402,-0.22912255,0.13524918,164,60,224.5999949,94.99999833,5253,125.16000366,34.99599838,0,0,22,0,958.92999268,573,13,92.66311646,452.86949168,550.64300537,13.66565895,22.69300079
Tue Aug 21 18:27:24 MESZ 2012,21-Aug-2012 18:26:29.747,6.971196368907338,50.37435737202547,161.46774,6.0,455.1653240536193,94.080345,-0.14508933,0.8177762,-0.23675884,-0.32808629,164,60,224.5999949,94.99999833,5253,34.02000046,34.99599838,0,0,21.5,0,958.54998779,574,14,94.08034515,455.16532405,551.57299805,13.71096039,22.69300079
Tue Aug 21 18:27:25 MESZ 2012,21-Aug-2012 18:26:30.750,6.9718380937267685,50.37432473196624,161.08946,6.0,457.3415601396701,94.85743,0.08932134,0.80990845,-0.14396645,-0.06410325,164,60,224.5999949,96.79999828,4203,34.02000046,34.99599838,0,0,21.5,0,958.09997559,575,13,94.8574295,457.34156014,552.50799561,13.75675488,22.69300079
Tue Aug 21 18:27:26 MESZ 2012,21-Aug-2012 18:26:31.761,6.972472195661403,50.374280325892904,161.28947,6.0,460.1832682726967,95.47097,0.15179999,1.2435566,-0.41748413,0.3065348,164,60,224.5999949,96.79999828,4203,101.63999939,34.99599838,0,0,22,0,957.82000732,576,13,95.47097015,460.18326827,553.71697998,13.80213261,22.69300079
Tue Aug 21 18:27:27 MESZ 2012,21-Aug-2012 18:26:32.749,6.97308957083527,50.37421986843559,159.57578,6.0,463.5810713985138,97.25576,0.20548534,1.2655399,-0.7199271,-0.21943577,164,59.60784531,224.5999949,96.79999828,4271,101.63999939,34.99599838,0,0,22,0,957.72998047,577,14,97.25576019,463.5810714,554.34100342,13.84656334,22.69300079
Tue Aug 21 18:27:28 MESZ 2012,21-Aug-2012 18:26:33.752,6.973700232876074,50.374136335448796,157.80035,6.0,467.61104888615176,100.12134,-0.075668596,1.0864345,-0.14581767,0.40701309,164,59.60784531,224.5999949,96.79999828,4271,101.63999939,34.99599838,0,0,22.5,0,956.64996338,578,14,100.12133789,467.61104889,555.72198486,13.8909874,22.69300079
Tue Aug 21 18:27:29 MESZ 2012,21-Aug-2012 18:26:34.762,6.974306083028502,50.37402818179979,159.08769,6.0,471.4362858869458,102.89089,0.40078902,1.0352945,-0.57807744,0.55783445,161,59.60784531,224.5999949,96.79999828,4191,99.54000092,34.99599838,0,0,22.5,0,956.75,579,14,102.89089203,471.43628589,556.67199707,13.9357338,22.69300079
Tue Aug 21 18:27:30 MESZ 2012,21-Aug-2012 18:26:35.743,6.97492073115144,50.37390560164449,162.21234,6.0,475.5495637502663,104.70305,0.5553658,1.1155912,-0.70257187,0.12585531,161,59.60784531,224.5999949,96.79999828,4191,99.54000092,34.99599838,0,0,22.5,0,956.48999023,580,14,104.70304871,475.54956375,557.60900879,13.98153496,22.69300079
Tue Aug 21 18:27:31 MESZ 2012,21-Aug-2012 18:26:36.751,6.975485231485078,50.37375017386233,157.94794,6.0,479.40303088511797,111.85936,0.4574826,0.8969158,-0.5068055,0.14039703,161,59.60784531,224.5999949,96.79999828,4182,100.16999817,34.99599838,0,0,22.5,0,956.0199585,581,14,111.85935974,479.40303089,558.55200195,14.02525616,22.69300079
Tue Aug 21 18:27:32 MESZ 2012,21-Aug-2012 18:26:37.749,6.976008854428461,50.373553809841034,154.37675,6.0,482.8760131054705,120.593704,0.15503962,1.1542354,-0.0819506,0.23193595,161,59.60784531,224.5999949,96.79999828,4182,100.16999817,34.99599838,0,0,22,0,955.82995605,582,14,120.59370422,482.87601311,559.71899414,14.06843758,22.69300079
Tue Aug 21 18:27:33 MESZ 2012,21-Aug-2012 18:26:38.749,6.976493491841455,50.37332165084044,151.95705,8.0,486.6044066916015,126.87441,-0.26194754,0.88858527,-0.16432987,-0.04953511,158,9.4117651,224.5999949,98.59999824,3986,17.43000031,34.99599838,0,0,22,0,955.75994873,583,13,126.87441254,486.60440669,560.69299316,14.11151314,22.69300079
Tue Aug 21 18:27:34 MESZ 2012,21-Aug-2012 18:26:39.751,6.97696496710672,50.373087120664934,148.55467,8.0,490.0682272868071,126.29708,-0.2647244,1.1685823,-0.21940367,-0.22130261,158,9.4117651,224.5999949,98.59999824,3986,91.91000366,34.99599838,0,0,22.5,0,955.13000488,584,13,126.29708099,490.06822729,561.6630249,14.15400505,22.69300079
Tue Aug 21 18:27:35 MESZ 2012,21-Aug-2012 18:26:40.751,6.977453905183475,50.37287723127583,148.35742,8.0,493.04076341257667,121.61518,-0.07821402,1.0167823,-0.22171767,-0.11917064,153,51.76470566,224.5999949,96.79999828,3976,91.91000366,34.99599838,0,0,22.5,0,954.83996582,585,13,121.61518097,493.04076341,562.59997559,14.1958971,22.69300079
Tue Aug 21 18:27:36 MESZ 2012,21-Aug-2012 18:26:41.749,6.977950774645565,50.37267945942885,146.41434,8.0,496.22607742384906,119.80219,0.079139635,1.0558894,0.38941616,0.26258868,153,51.76470566,224.5999949,96.79999828,3976,18.40999985,34.99599838,0,0,14.5,0,955.2199707,586,13,119.80219269,496.22607742,563.56799316,14.23753166,22.69300079
Tue Aug 21 18:27:37 MESZ 2012,21-Aug-2012 18:26:42.750,6.9784234424310085,50.37250964440935,138093,6.0,499.3411617240354,117.174675,0.053222556,0.9603202,-0.04631463,0.10757253,138,9.01960754,224.5999949,96.79999828,4382,18.40999985,34.99599838,0,0,14.5,0,955.78997803,587,14,117.17467499,499.34116172,564.57800293,14.27610016,22.69300079
Tue Aug 21 18:27:38 MESZ 2012,21-Aug-2012 18:26:43.755,6.9788465768123675,50.37237944999972,120.60136,6.0,502.44918920711194,114.458176,-0.60719997,1.0829635,-0.16201586,0.27440688,138,9.01960754,224.5999949,100.39999819,4382,75.73999786,34.99599838,0,0,26,0,955.53997803,588,14,114.45817566,502.44918921,565.54901123,14.30950451,22.69300079
Tue Aug 21 18:27:39 MESZ 2012,21-Aug-2012 18:26:44.758,6.9792643849659965,50.37229785753449,114.05924,8.0,506.0308899097775,107.97367,-0.7115625,1.373142,-0.049322866,0.59923911,117,56.47058868,224.5999949,102.19999814,3692,75.73999786,34.99599838,0,0,26,0,955.47998047,589,14,107.97367096,506.03088991,566.51000977,14.34058285,22.69300079
Tue Aug 21 18:27:40 MESZ 2012,21-Aug-2012 18:26:45.760,6.979706209148297,50.372228862997375,114.16952,8.0,510.1156773028998,103.222916,-0.3697811,0.84878415,-0.28651035,0.13335462,117,56.47058868,224.5999949,102.19999814,3701,82.18000031,34.99599838,0,0,22,0,955.25994873,590,14,103.22291565,510.1156773,567.69396973,14.37293816,22.69300079
Tue Aug 21 18:27:41 MESZ 2012,21-Aug-2012 18:26:46.762,6.98014861789695,50.37226513037529,111.01389,8.0,514.0882790058715,89.32708,-0.5516634,0.9672622,-0.019009145,0.1426775,116,54.90196228,224.5999949,98.59999824,3701,82.18000031,34.99599838,0,0,22,0,954.65997314,591,14,89.32707977,514.08827901,568.37799072,14.40466881,22.69300079
Tue Aug 21 18:27:42 MESZ 2012,21-Aug-2012 18:26:47.759,6.980620283924815,50.372306812176326,111.75149,8.0,518.2620940537427,83.952156,-0.45030913,1.033906,-0.16062742,0.09271048,116,54.90196228,224.5999949,98.59999824,3732,83.58000183,34.99599838,0,0,22,0,954.09997559,592,13,83.95215607,518.26209405,569.56097412,14.43854237,22.69300079
Tue Aug 21 18:27:43 MESZ 2012,21-Aug-2012 18:26:48.760,6.981058991461046,50.372399440364156,110.515976,12.0,522.268727862969,75.81261,-0.16337012,0.6918933,-0.2249573,-0.04701471,117,56.07843399,224.5999949,98.59999824,3732,83.58000183,34.99599838,0,0,22.5,0,953.67999268,593,13,75.81260681,522.26872786,570.73199463,14.47140884,22.69300079
Tue Aug 21 18:27:44 MESZ 2012,21-Aug-2012 18:26:49.765,6.981460851781246,50.372537178922975,112.10037,8.0,525.7271955631769,63.799355,-0.10690793,1.0769469,-0.21570121,0.05394441,117,56.07843399,224.5999949,98.59999824,3799,85.19000244,34.99599838,0,0,22.5,0,953.86999512,594,13,63.79935455,525.72719556,571.73498535,14.50384426,22.69300079
Tue Aug 21 18:27:45 MESZ 2012,21-Aug-2012 18:26:50.764,6.981846424128995,50.372685893443894,114.01145,8.0,528.9052681333973,60.123753,-0.038412806,1.007989,-0.3661128,-0.05023348,118,55.68627548,224.5999949,96.79999828,3799,85.19000244,34.99599838,0,0,22.5,0,953.19995117,595,13,60.12375259,528.90526813,572.66699219,14.53587627,22.69300079
Tue Aug 21 18:27:46 MESZ 2012,21-Aug-2012 18:26:51.765,6.982234208783929,50.372851422552735,117.06361,8.0,532.2703490784977,58.26852,-0.19206403,0.8173134,-0.13054512,-0.25303981,121,55.68627548,224.5999949,96.79999828,3907,87.98999786,34.99599838,0,0,22.5,0,953.09997559,596,13,58.26852036,532.27034908,573.59997559,14.56904316,22.69300079
Tue Aug 21 18:27:47 MESZ 2012,21-Aug-2012 18:26:52.762,6.982629315964515,50.3730278423378,117.57131,8.0,535.9927598303897,57.133953,-0.1337506,1.0274267,-0.2615189,0.01585996,121,56.47058868,224.5999949,96.79999828,3907,87.98999786,34.99599838,0,0,22.5,0,952.72998047,597,13,57.13395309,535.99275983,574.53900146,14.60332394,22.69300079
Tue Aug 21 18:27:48 MESZ 2012,21-Aug-2012 18:26:53.763,6.983026547376804,50.373210730325155,117.64473,6.0,539.7229735583433,56.80592,-0.14115548,0.9538408,-0.3119646,-0.12226837,125,56.47058868,224.5999949,96.79999828,4017,93.37999725,34.99599838,0,0,22.5,0,952.05999756,598,13,56.80591965,539.72297356,575.61700439,14.63814354,22.69300079
Tue Aug 21 18:27:49 MESZ 2012,21-Aug-2012 18:26:54.764,6.983405383728858,50.3734038180897,117.57622,6.0,543.3437895709745,55.05663,-0.13976707,0.79648715,-0.38231096,-0.23938452,125,58.03921509,224.5999949,96.79999828,4017,93.37999725,34.99599838,0,0,24,0,951.75,599,13,55.05662918,543.34378957,576.53100586,14.67260551,22.69300079
Tue Aug 21 18:27:50 MESZ 2012,21-Aug-2012 18:26:55.773,6.983775461261829,50.37360397423883,117.754425,6.0,546.598184830548,52.72637,0.0027768302,1.0477902,-0.121289015,-0.09043045,126,8.62745094,224.5999949,96.79999828,3909,16.37999916,34.99599838,0,0,24,0,951.88000488,600,13,52.72637177,546.59818483,577.69897461,14.70708466,22.69300079
Tue Aug 21 18:27:51 MESZ 2012,21-Aug-2012 18:26:56.763,6.984124229264445,50.37382637608193,122.01303,6.0,549.6825011973762,46.120995,0.6164561,1.0232615,-0.27123782,0.34476155,126,8.62745094,224.5999949,98.59999824,3909,16.37999916,34.99599838,0,0,10.5,0,952,601,13,46.12099457,549.6825012,578.65100098,14.7421217,22.69300079
Tue Aug 21 18:27:52 MESZ 2012,21-Aug-2012 18:26:57.765,6.984475835088359,50.37401364589407,113.6349,6.0,552.2186798055351,50.602486,0.32697165,1.0066006,-0.5984408,0.17562205,113,53.33333588,224.5999949,98.59999824,3606,91.91000366,34.99599838,0,0,10.5,0,951.58996582,602,13,50.60248566,552.21867981,579.65100098,14.77467251,22.69300079
Tue Aug 21 18:27:53 MESZ 2012,21-Aug-2012 18:26:58.761,6.984848313627282,50.37416351809926,111.0685,6.0,554.3876856989482,58.087368,0.50746554,1.1579378,-0.43669054,0.16046637,113,53.33333588,224.5999949,100.39999819,3606,91.91000366,34.99599838,0,0,22,0,951.55999756,603,13,58.08736801,554.3876857,580.59997559,14.80597782,22.69300079
Tue Aug 21 18:27:54 MESZ 2012,21-Aug-2012 18:26:59.765,6.985289503866243,50.37425837004839,115.02846,6.0,556.8300525142689,72.36203,0.21751828,0.7608512,-0.45959938,-0.19698314,117,54.90196228,224.5999949,100.39999819,3753,82.38999939,34.99599838,0,0,22,0,951.11999512,604,13,72.36203003,556.83005251,581.559021,14.83908939,22.69300079
Tue Aug 21 18:27:55 MESZ 2012,21-Aug-2012 18:27:00.766,6.985724794178291,50.374320266779925,114.78908,6.0,559.2660168947159,80.333374,-0.065255485,0.9820719,-0.20181708,0.06532577,117,54.90196228,224.5999949,98.59999824,3753,82.38999939,34.99599838,0,0,22.5,0,950.92999268,605,13,80.33337402,559.26601689,582.73602295,14.87081146,22.69300079
Tue Aug 21 18:27:56 MESZ 2012,21-Aug-2012 18:27:01.766,6.986173972243479,50.37437421493743,116.402695,8.0,561.5857409510802,80.546425,-0.007867682,0.90756035,-0.23745304,-0.01717088,120,56.07843399,224.5999949,98.59999824,3837,86.02999878,34.99599838,0,0,22.5,0,950.89996338,606,13,80.54642487,561.58574095,583.67999268,14.90332317,22.69300079
Tue Aug 21 18:27:57 MESZ 2012,21-Aug-2012 18:27:02.763,6.986632505474082,50.374421644110036,115.26792,8.0,563.5063696277359,80.85406,-0.2388073,0.92931217,-0.26151893,-0.11392158,120,56.07843399,224.5999949,98.59999824,3837,87.43000031,34.99599838,0,0,23,0,950.34997559,607,13,80.85405731,563.50636963,584.59100342,14.93636608,22.69300079
Tue Aug 21 18:27:58 MESZ 2012,21-Aug-2012 18:27:03.765,6.987093993047964,50.37446788580027,116.34995,8.0,565.3950579332062,80.25899,-0.11014756,0.906172,-0.19533779,-0.02538387,122,10.58823586,224.5999949,98.59999824,3777,87.43000031,34.99599838,0,0,23,0,950.25,608,13,80.25898743,565.39505793,585.54199219,14.96959591,22.69300079
Tue Aug 21 18:27:59 MESZ 2012,21-Aug-2012 18:27:04.765,6.987554368253625,50.374514307245455,116.41029,6.0,566.9175674370055,80.235085,-0.27004665,0.9816091,0.05758506,0.10717715,122,10.58823586,224.5999949,98.59999824,3777,16.45000076,34.99599838,0,0,6.5,0,950.11999512,609,13,80.23508453,566.91756744,586.49102783,15.0027504,22.69300079
Tue Aug 21 18:28:00 MESZ 2012,21-Aug-2012 18:27:05.760,6.987990531005124,50.37457479873616,111.23109,6.0,568.1294464607331,76.24991,0.45401156,0.9728158,0.09345243,0.10288016,118,9.4117651,224.5999949,100.39999819,4797,16.45000076,34.99599838,0,0,2.5,0,950.89996338,610,13,76.24990845,568.12944646,587.44598389,15.03449917,22.69300079
