GPS Time, Device Time, Longitude, Latitude,GPS Speed(km/h), Horizontal Dilution of Precision, Altitude(m), Bearing, Gravity X(G), Gravity Y(G), Gravity Z(G),Acceleration Sensor(Total)(g),Speed (OBD)(km/h),Engine Load(%),Engine Coolant Temperature(°F),Intake Air Temperature(°F),Engine RPM(rpm),Mass Air Flow Rate(g/s),0-100kph Time(s),Intake Manifold Pressure(kpa),0-200kph Time(s),Timing Advance(°),Engine Load(Absolute)(%),Barometer (on Android device)(mb),Trip Time(Since journey start)(s),GPS Satellites,GPS Bearing(°),GPS Altitude(m),Trip time(whilst moving)(s),Trip Distance(km),Trip time(whilst stationary)(s)
Tue Aug 21 18:21:18 MESZ 2012,21-Aug-2012 18:20:23.667,6.964185290391374,50.34529714494015,31.362371,6.0,628.8473342477612,238.70512,-0.06594969,1.0975418,-0.13332194,0.10414574,33,10.98039246,210.19999528,132.79999733,2213,16.45000076,0,0,0,29,0,947.32000732,208,17,238.7051239,628.84733425,185.41600037,2.0353756,22.69300079
Tue Aug 21 18:21:19 MESZ 2012,21-Aug-2012 18:20:24.668,6.964069618297821,50.34525503189496,30.981047,6.0,629.1981653328519,238.71735,-0.039569817,0.98091495,-0.17983383,-0.01881603,33,10.98039246,210.19999528,132.79999733,2213,7.28000021,0,0,0,31,0,947.39996338,209,17,238.71734619,629.19816533,186.57800293,2.04484868,22.69300079
Tue Aug 21 18:21:20 MESZ 2012,21-Aug-2012 18:20:25.668,6.963956929457889,50.345211804140874,31.227797,6.0,629.363457025428,237.96161,-0.02730549,1.0190963,-0.06714085,-0.02822823,32,7.05882359,210.19999528,132.79999733,2018,7.28000021,0,0,0,31,0,947.33996582,210,17,237.96160889,629.36345703,187.47599792,2.05420089,22.69300079
Tue Aug 21 18:21:21 MESZ 2012,21-Aug-2012 18:20:26.670,6.963853992999317,50.345171971052345,29.196228,6.0,629.4620434966431,237.50488,-0.09580061,0.99827003,-0.05487652,-0.17835397,32,7.05882359,210.19999528,132.79999733,1639,4.9000001,0,0,0,-5,0,947.17999268,211,17,237.50488281,629.4620435,188.62600708,2.06276345,22.69300079
Tue Aug 21 18:21:22 MESZ 2012,21-Aug-2012 18:20:27.671,6.963774242027382,50.34513375443432,23.593544,6.0,629.510348867816,232.2899,-0.1999317,1.0491786,-0.102314025,0.05900571,28,10.1960783,210.19999528,130.99999738,1639,4.9000001,0,0,0,16.5,0,947.29998779,212,17,232.28990173,629.51034887,189.34500122,2.06985545,22.69300079
Tue Aug 21 18:21:23 MESZ 2012,21-Aug-2012 18:20:28.669,6.9637192526605425,50.34508974712581,21.195606,6.0,629.7672466112037,217.71222,-0.035173167,0.967725,-0.099074386,-0.01925454,28,10.1960783,210.19999528,130.99999738,1639,4.9000001,0,0,0,16.5,0,947.23999023,213,17,217.71221924,629.76724661,190.63999939,2.07612324,22.69300079
Tue Aug 21 18:21:24 MESZ 2012,21-Aug-2012 18:20:29.670,6.9636917503331075,50.34504996092305,16.182299,6.0,629.8563448295697,202.79613,0.37764877,1.004518,-0.20343688,0.09781023,20,11.37254906,211.99999523,130.99999738,1194,4.13000011,0,0,0,16.5,0,947.19995117,214,17,202.79612732,629.85634483,191.58599854,2.08096242,22.69300079
Tue Aug 21 18:21:25 MESZ 2012,21-Aug-2012 18:20:30.671,6.963655007114973,50.34501867998036,14.839655,6.0,629.8638449021979,219.08531,0.26379877,1.0144682,-0.2906756,0.06241017,20,11.37254906,211.99999523,132.79999733,1194,4.13000011,0,0,0,16.5,0,947.22998047,215,17,219.08531189,629.8638449,192.53399658,2.08531523,22.69300079
Tue Aug 21 18:21:26 MESZ 2012,21-Aug-2012 18:20:31.669,6.963602174242221,50.34500768263876,14.108927,8.0,629.8826763644319,252.79404,-0.2575509,1.0912938,-0.33255947,0.20050223,14,20.7843132,211.99999523,132.79999733,1764,3.22000003,0,0,0,16.5,0,947.14996338,216,17,252.79403687,629.88267636,193.477005,2.08926988,22.69300079
Tue Aug 21 18:21:27 MESZ 2012,21-Aug-2012 18:20:32.670,6.963540122690056,50.34499396041035,16.865847,8.0,630.2716607894598,253.5141,-0.52482074,0.8168506,-0.37027803,0.08108836,14,20.7843132,211.99999523,132.79999733,1764,65.09999847,0,0,0,15,0,947.09997559,217,17,253.51409912,630.27166079,194.62600708,2.09394312,22.69300079
Tue Aug 21 18:21:28 MESZ 2012,21-Aug-2012 18:20:33.669,6.96346103193314,50.34496337895923,24.641945,8.0,630.372215553861,241.00888,-0.08816433,0.9649481,-0.5463753,-0.04076025,28,57.25490189,211.99999523,125.59999752,3487,65.09999847,0,0,0,15,0,946.72998047,218,17,241.00888062,630.37221555,195.56599426,2.10052085,22.69300079
Tue Aug 21 18:21:29 MESZ 2012,21-Aug-2012 18:20:34.671,6.963331578426491,50.34489928102267,41.988224,8.0,630.7842958214228,232.64449,0.06432988,0.89691585,-0.576689,0.01603366,28,57.25490189,211.99999523,125.59999752,3487,133.55999756,0,0,0,19.5,0,946.41998291,219,17,232.64448547,630.78429582,196.50900269,2.11217189,22.69300079
Tue Aug 21 18:21:30 MESZ 2012,21-Aug-2012 18:20:35.672,6.963169461285345,50.3448191388462,51.457264,8.0,631.3215521198199,234.00919,0.124957316,0.87516403,-0.6322256,0.05318907,40,57.64706039,211.99999523,120.19999766,6163,133.55999756,0,0,0,19.5,0,946.25994873,220,16,234.00918579,631.32155212,197.44900513,2.12675405,22.69300079
Tue Aug 21 18:21:31 MESZ 2012,21-Aug-2012 18:20:36.673,6.962961189700331,50.344736725868444,62.202087,12.0,631.9870280940888,238.9637,-0.030545121,0.99549323,-0.4924585,0.10403561,40,57.64706039,211.99999523,120.19999766,6163,108.01000214,0,0,0,21,0,945.88000488,221,16,238.96369934,631.98702809,198.40899658,2.14418459,22.69300079
Tue Aug 21 18:21:32 MESZ 2012,21-Aug-2012 18:20:37.676,6.962740396227096,50.34465243444755,64.68116,12.0,632.251006773405,238.50563,-0.2193695,0.97744393,-0.50611126,0.08732978,65,59.2156868,211.99999523,118.39999771,4854,108.01000214,0,0,0,20.5,0,945.57995605,222,16,238.50563049,632.25100677,199.36799622,2.16248536,22.69300079
Tue Aug 21 18:21:33 MESZ 2012,21-Aug-2012 18:20:38.674,6.962460024895015,50.3445549639433,80.33983,12.0,632.2645749237855,240.95477,-0.18882439,1.0968475,-0.33255944,0.10009471,65,59.2156868,211.99999523,118.39999771,5910,133.55999756,0,0,0,20.5,0,945.25994873,223,14,240.95477295,632.26457492,200.58000183,2.18519759,22.69300079
Tue Aug 21 18:21:34 MESZ 2012,21-Aug-2012 18:20:39.675,6.962168481580382,50.34444268651457,85.96647,12.0,632.597894080326,238.55772,-0.09811463,0.8996927,-0.47996274,-0.0537823,81,17.25490189,211.99999523,114.79999781,5910,133.55999756,0,0,0,20.5,0,944.94000244,224,14,238.557724,632.59789408,201.34199524,2.20941854,22.69300079
Tue Aug 21 18:21:35 MESZ 2012,21-Aug-2012 18:20:40.682,6.961843574179485,50.3443177437885,95.40351,12.0,633.0994265301056,238.31941,-0.096494816,0.92260146,-0.36796403,-0.05917667,81,17.25490189,211.99999523,114.79999781,4411,101.63999939,0,0,0,20.5,0,944.44000244,225,15,238.31941223,633.09942653,202.4940033,2.23640084,22.69300079
Tue Aug 21 18:21:36 MESZ 2012,21-Aug-2012 18:20:41.683,6.961500630187723,50.344177147118074,98.60631,12.0,634.1798826687339,237.6976,0.010181706,0.9621713,-0.39110425,-0.00721932,96,58.03921509,211.99999523,112.99999785,4411,101.63999939,0,0,0,21.5,0,944.32995605,226,15,237.69760132,634.17988267,203.63800049,2.26539254,22.69300079
Tue Aug 21 18:21:37 MESZ 2012,21-Aug-2012 18:20:42.678,6.9611435309692995,50.344032252647835,102.65434,8.0,635.785507466986,237.46152,-0.028231097,0.9681878,-0.31242743,-0.01505349,107,58.03921509,211.99999523,112.99999785,4863,112.48999786,34.99599838,0,0,21.5,0,943.9699707,227,15,237.46151733,635.78550747,204.63699341,2.29549098,22.69300079
Tue Aug 21 18:21:38 MESZ 2012,21-Aug-2012 18:20:43.677,6.960764151882798,50.34387771079707,108.70854,8.0,637.3882865144819,236.88104,-0.04928872,0.98646855,-0.28743595,0.06530043,107,57.64706039,211.99999523,111.1999979,4863,112.48999786,34.99599838,0,0,21,0,943.79998779,228,15,236.88104248,637.38828651,205.58999634,2.32750344,22.69300079
Tue Aug 21 18:21:39 MESZ 2012,21-Aug-2012 18:20:44.678,6.960390911159242,50.34371209627764,112.30257,8.0,639.1793829032537,234.68155,-0.124494515,1.0519555,-0.34250975,0.14073448,119,57.64706039,211.99999523,111.1999979,5351,123.97000122,34.99599838,0,0,21,0,943.10998535,229,15,234.68154907,639.1793829,206.54100037,2.35983396,22.69300079
Tue Aug 21 18:21:40 MESZ 2012,21-Aug-2012 18:20:45.677,6.960003754457955,50.34354293573371,118.28985,12.0,640.2027706788664,235.82848,-0.30036035,0.92607254,-0.1472061,0.03405557,119,58.4313736,211.99999523,109.39999795,5351,123.97000122,34.99599838,0,0,21,0,942.94995117,230,15,235.82847595,640.20277068,207.5019989,2.39320421,22.69300079
Tue Aug 21 18:21:41 MESZ 2012,21-Aug-2012 18:20:46.679,6.959596189193117,50.34336674337465,123.7981,12.0,641.3248279578977,232.98822,-0.26865822,0.9753612,-0.42072374,0.05115406,130,58.4313736,211.99999523,109.39999795,4557,20.09000015,34.99599838,0,0,21,0,942.94995117,231,14,232.98822021,641.32482796,208.44999695,2.42821574,22.69300079
Tue Aug 21 18:21:42 MESZ 2012,21-Aug-2012 18:20:47.679,6.95918862952483,50.34315314704383,131.51979,12.0,641.7892887027065,228.68874,-0.2101134,0.87007314,-0.14211524,0.20013586,130,58.4313736,211.99999523,109.39999795,4557,20.09000015,34.99599838,0,0,22,0,942.77996826,232,15,228.68873596,641.7892887,209.59500122,2.46571493,22.69300079
Tue Aug 21 18:21:43 MESZ 2012,21-Aug-2012 18:20:48.676,6.958810006830694,50.342913425994965,135.61884,8.0,641.5868506685892,222.78375,-0.18743597,1.0265012,-0.16155304,-0.10302183,137,58.03921509,211.99999523,109.39999795,4437,101.36000061,34.99599838,0,0,22,0,942.80999756,233,16,222.78375244,641.58685067,210.55299377,2.50362873,22.69300079
Tue Aug 21 18:21:44 MESZ 2012,21-Aug-2012 18:20:49.671,6.958446109858423,50.34264917826814,139.76265,8.0,641.0543240261551,220.7316,-0.020826219,1.0825006,-0.35222864,-0.02507813,137,58.03921509,211.99999523,109.39999795,4437,101.36000061,34.99599838,0,0,22.5,0,942.48999023,234,16,220.7315979,641.05432403,211.47799683,2.54280782,22.69300079
Tue Aug 21 18:21:45 MESZ 2012,21-Aug-2012 18:20:50.674,6.958086311649273,50.34235904097064,143.64316,8.0,640.0853107432379,218.87675,0.12565152,0.9503698,-0.34366673,-0.03673473,146,58.03921509,211.99999523,109.39999795,4720,109.90000153,34.99599838,0,0,22.5,0,942.16998291,235,16,218.87675476,640.08531074,212.45300293,2.58400941,22.69300079
Tue Aug 21 18:21:46 MESZ 2012,21-Aug-2012 18:20:51.674,6.957718813393041,50.34206457391375,151.28972,8.0,638.6601898710041,218.14671,0.008330488,1.1010127,-0.33950153,0.10311446,146,58.03921509,213.79999518,107.599998,4720,115.63999939,34.99599838,0,0,22,0,942.13995361,236,16,218.14671326,638.66018987,213.63200378,2.62592936,22.69300079
Tue Aug 21 18:21:47 MESZ 2012,21-Aug-2012 18:20:52.675,6.957338603063247,50.34176302624945,152.46733,8.0,637.2489153599561,219.58867,-0.08122225,1.0905997,-0.24717194,-0.04656449,155,57.64706039,213.79999518,105.79999804,4983,115.63999939,34.99599838,0,0,22,0,941.90997314,237,16,219.58866882,637.24891536,214.57499695,2.66903019,22.69300079
Tue Aug 21 18:21:48 MESZ 2012,21-Aug-2012 18:20:53.675,6.956944113436499,50.34146116662584,156.6176,8.0,636.1660716464994,219.28922,-0.22307195,1.143128,-0.0046621934,0.08020747,155,57.64706039,213.79999518,105.79999804,4983,18.12999916,34.99599838,0,0,22.5,0,942.19000244,238,16,219.28921509,636.16607165,215.49899292,2.71280313,22.69300079
Tue Aug 21 18:21:49 MESZ 2012,21-Aug-2012 18:20:54.675,6.956550495549758,50.34115114069147,154.50928,8.0,635.634287161633,218.05135,-0.13513902,1.0996243,0.03143658,0.10727979,159,8.62745094,213.79999518,109.39999795,4859,18.12999916,34.99599838,0,0,22.5,0,942.75994873,239,15,218.05134583,635.63428716,216.42399597,2.75723767,22.69300079
Tue Aug 21 18:21:50 MESZ 2012,21-Aug-2012 18:20:55.675,6.956195385538605,50.34084860129118,143.90619,8.0,635.3627956684281,216.83281,-0.12981677,1.1836234,0.16588141,0.28957859,159,8.62745094,211.99999523,109.39999795,4310,16.65999985,34.99599838,0,0,10.5,0,942.55999756,240,15,216.83280945,635.36279567,217.59700012,2.79932785,22.69300079
Tue Aug 21 18:21:51 MESZ 2012,21-Aug-2012 18:20:56.674,6.955885083798383,50.340553111609715,137.10251,8.0,635.5449666212895,214.37619,-0.09904024,0.97003907,0.17120366,0.1221853,145,9.4117651,211.99999523,112.99999785,4310,16.65999985,34.99599838,0,0,10.5,0,943.09997559,241,15,214.37619019,635.54496662,218.32899475,2.83892989,22.69300079
Tue Aug 21 18:21:52 MESZ 2012,21-Aug-2012 18:20:57.676,6.955642922816009,50.340262403833016,127.050415,8.0,636.3234877299712,209.85223,0.08793292,0.88580847,-0.059735972,-0.08823492,145,9.4117651,211.99999523,112.99999785,3483,14.97999954,34.99599838,0,0,10.5,0,943.41998291,242,15,209.85223389,636.32348773,219.4960022,2.87557507,22.69300079
Tue Aug 21 18:21:53 MESZ 2012,21-Aug-2012 18:20:58.679,6.955446625547496,50.34002020998993,108.14392,8.0,637.314508886453,208.43494,0.3822768,0.9385683,-0.44293842,0.08802763,124,8.23529434,211.99999523,114.79999781,3483,14.97999954,34.99599838,0,0,22.5,0,943.38000488,243,15,208.43493652,637.31450889,220.33700562,2.90592432,22.69300079
Tue Aug 21 18:21:54 MESZ 2012,21-Aug-2012 18:20:59.679,6.9552469268424275,50.33979063022008,106.87003,8.0,638.5378051505159,210.16454,0.20617956,0.91288257,-0.39573228,-0.16314282,105,8.23529434,211.99999523,114.79999781,4723,108.91999817,34.99599838,0,0,22.5,0,942.91998291,244,15,210.16453552,638.53780515,221.61599731,2.93515205,22.69300079
Tue Aug 21 18:21:55 MESZ 2012,21-Aug-2012 18:21:00.677,6.955008546636671,50.33957438024259,108.33851,8.0,640.0379153622841,216.28526,0.11662683,0.8580402,-0.31867528,-0.28824085,105,57.25490189,211.99999523,109.39999795,4723,108.91999817,34.99599838,0,0,22,0,942.60998535,245,15,216.28526306,640.03791536,222.54699707,2.96459031,22.69300079
Tue Aug 21 18:21:56 MESZ 2012,21-Aug-2012 18:21:01.678,6.954744383848157,50.33936921057497,109.24095,8.0,641.3393974927801,220.39137,0.079833835,0.9135768,-0.10902469,-0.11295655,114,57.25490189,211.99999523,109.39999795,4933,100.30999756,34.99599838,0,0,22,0,942.54998779,246,15,220.39137268,641.33939749,223.5059967,2.99416232,22.69300079
Tue Aug 21 18:21:57 MESZ 2012,21-Aug-2012 18:21:02.679,6.954435244737574,50.339179664160476,110.89431,8.0,642.7642266233057,221.68,0.07011494,0.88442016,-0.04862865,-0.22082713,114,9.01960754,211.99999523,109.39999795,4933,100.30999756,34.99599838,0,0,10.5,0,942.75994873,247,16,221.67999268,642.76422662,224.44599915,3.02463984,22.69300079
Tue Aug 21 18:21:58 MESZ 2012,21-Aug-2012 18:21:03.681,6.954122273596798,50.339000368519585,105.654976,8.0,643.887633304172,222.72894,-0.37718597,1.0204847,0.13186525,0.18590462,105,9.01960754,211.99999523,109.39999795,4372,16.72999954,34.99599838,0,0,10.5,0,942.78997803,248,16,222.72894287,643.8876333,225.6519928,3.05454278,22.69300079
Tue Aug 21 18:21:59 MESZ 2012,21-Aug-2012 18:21:04.679,6.953845041061898,50.33882093890373,99.858826,8.0,644.800047619581,221.7323,-0.13791585,1.0538067,-0.10462805,0.1868183,105,9.01960754,210.19999528,111.1999979,4372,16.72999954,34.99599838,0,0,11,0,942.88000488,249,17,221.7322998,644.80004762,226.57699585,3.08261204,22.69300079
Tue Aug 21 18:22:00 MESZ 2012,21-Aug-2012 18:21:05.692,6.9536105212432435,50.3386322013369,93.60799,8.0,646.1103656803593,215.18753,0.01712378,1.3314896,0.1374189,0.14369248,92,8.62745094,210.19999528,111.1999979,3902,14.69999981,34.99599838,0,0,11,0,943.07000732,250,17,215.18753052,646.11036568,227.54899597,3.10943556,22.69300079
Tue Aug 21 18:22:01 MESZ 2012,21-Aug-2012 18:21:06.686,6.953440917862325,50.33844883113277,84.60833,8.0,647.8542485951563,209.20253,0.124957316,1.0528811,0.13880731,0.14998241,92,8.62745094,210.19999528,111.1999979,3902,14.69999981,34.99599838,0,0,8.5,0,943.20996094,251,17,209.20252991,647.8542486,228.45399475,3.13313866,22.69300079
Tue Aug 21 18:22:02 MESZ 2012,21-Aug-2012 18:21:07.684,6.953313601569634,50.33829508988131,71.32732,8.0,649.5811481486433,207.68681,0.41235915,1.0392283,-0.124991454,0.20902841,71,8.62745094,210.19999528,111.1999979,4002,14.21000004,34.99599838,0,0,8.5,0,943.2699585,252,17,207.68681335,649.58114815,229.43299866,3.15249372,22.69300079
Tue Aug 21 18:22:03 MESZ 2012,21-Aug-2012 18:21:08.687,6.953197051178547,50.33815502194882,64.489456,8.0,651.3161699751337,211.1782,0.6872652,1.1024013,-0.6141762,0.48093474,71,8.62745094,210.19999528,112.99999785,4002,92.54000092,34.99599838,0,0,14.5,0,943.20996094,253,17,211.1782074,651.31616998,230.61500549,3.17014599,22.69300079
Tue Aug 21 18:22:04 MESZ 2012,21-Aug-2012 18:21:09.686,6.953004207341268,50.338067949538164,59.521248,16.0,653.3790529518031,237.50594,0.8173134,0.9964189,-0.68591094,0.43343905,60,58.03921509,210.19999528,109.39999795,4201,92.54000092,34.99599838,0,0,14.5,0,943.0199585,254,17,237.50593567,653.37905295,231.57600403,3.18694758,22.69300079
Tue Aug 21 18:22:05 MESZ 2012,21-Aug-2012 18:21:10.688,6.952753225792444,50.33803418049181,63.56313,24.0,654.6384499023258,259.84637,0.07497439,0.82680094,-0.5012518,0.02590764,60,58.03921509,210.19999528,109.39999795,4201,109.76000214,34.99599838,0,0,21,0,942.52996826,255,17,259.84637451,654.6384499,232.51499939,3.20520592,22.69300079
Tue Aug 21 18:22:06 MESZ 2012,21-Aug-2012 18:21:11.686,6.9525276519768475,50.33802604147539,67.60555,12.0,655.7545762450486,263.65305,-0.6382079,0.9108,-0.16155304,0.12524688,68,34.90196228,210.19999528,107.599998,4897,109.76000214,34.99599838,0,0,21,0,942.25,256,17,263.65304565,655.75457625,233.46600342,3.22129035,22.69300079
Tue Aug 21 18:22:07 MESZ 2012,21-Aug-2012 18:21:12.686,6.952248924090869,50.33802933848018,71.67343,12.0,656.6741509615277,264.77075,-0.70855427,0.82101583,-0.13239634,0.26634759,68,34.90196228,210.19999528,107.599998,4897,132.08999634,34.99599838,0,0,22,0,942.07000732,257,17,264.77075195,656.67415096,234.42500305,3.24113679,22.69300079
Tue Aug 21 18:22:08 MESZ 2012,21-Aug-2012 18:21:13.687,6.951933747694648,50.33803279026913,75.99337,8.0,657.7593006197739,263.22977,-0.5463411,0.9378741,-0.30756798,0.1098222,79,57.64706039,210.19999528,105.79999804,5613,132.08999634,34.99599838,0,0,21,0,941.40997314,258,17,263.22976685,657.75930062,235.38200378,3.26357794,22.69300079
Tue Aug 21 18:22:09 MESZ 2012,21-Aug-2012 18:21:14.688,6.951643055160586,50.33792466309509,88.27598,8.0,659.0071271557636,236.31348,0.27398047,0.82703227,0.13973294,-0.28613544,79,57.64706039,210.19999528,105.79999804,5463,18.76000023,34.99599838,0,0,21,0,941.63000488,259,17,236.31347656,659.00712716,236.57299805,3.28751421,22.69300079
Tue Aug 21 18:22:10 MESZ 2012,21-Aug-2012 18:21:15.684,6.95139530434949,50.33779175534659,82.06583,8.0,660.3869297175177,231.81053,0.9038579,1.0628313,-0.08333902,0.39044702,91,8.62745094,210.19999528,109.39999795,5463,18.76000023,34.99599838,0,0,11,0,942.09997559,260,17,231.81053162,660.38692972,237.33000183,3.31052876,22.69300079
Tue Aug 21 18:22:11 MESZ 2012,21-Aug-2012 18:21:16.690,6.9511484268113115,50.33769564674374,72.95209,8.0,661.7910276149846,243.86864,0.782603,0.6409847,-0.951561,0.49278682,91,8.62745094,210.19999528,109.39999795,4845,110.94999695,34.99599838,0,0,11,0,942.09997559,261,17,243.86863708,661.79102761,238.46299744,3.33110046,22.69300079
Tue Aug 21 18:22:12 MESZ 2012,21-Aug-2012 18:21:17.685,6.950921152962844,50.337683537322754,66.57484,8.0,663.0786089375141,272.92245,0.47483778,0.9524524,-0.7220097,0.10987692,65,57.64706039,210.19999528,107.599998,4845,110.94999695,34.99599838,0,0,21.5,0,941.59997559,262,18,272.92245483,663.07860894,239.60699463,3.34733653,22.69300079
Tue Aug 21 18:22:13 MESZ 2012,21-Aug-2012 18:21:18.687,6.950660983035489,50.33774689779319,74.33811,12.0,664.2638495729852,293.35147,0.2915671,0.9947991,-0.5227722,0.04868471,77,57.64706039,210.19999528,107.599998,5492,124.80999756,34.99599838,0,0,21.5,0,941.27996826,263,17,293.35147095,664.26384957,240.54600525,3.36715412,22.69300079
Tue Aug 21 18:22:14 MESZ 2012,21-Aug-2012 18:21:19.689,6.950367872500066,50.33784377113454,84.84576,12.0,664.9086164906515,297.34375,0.21659267,1.0709305,-0.41285607,0.04859278,77,57.64706039,210.19999528,103.99999809,5492,124.80999756,34.99599838,0,0,30,0,941,264,16,297.34375,664.90861649,241.4960022,3.39063931,22.69300079
Tue Aug 21 18:22:15 MESZ 2012,21-Aug-2012 18:21:20.689,6.950091535921571,50.33801186237027,89.24882,12.0,665.5736200285226,310.35236,0.08122225,0.9149652,-0.4609878,0.14134902,90,57.64706039,211.99999523,103.99999809,4069,87.15000153,34.99599838,0,0,30,0,940.95996094,265,16,310.35235596,665.57362003,242.47399902,3.41778016,22.69300079
Tue Aug 21 18:22:16 MESZ 2012,21-Aug-2012 18:21:21.687,6.94983551982058,50.3381868775418,92.16793,8.0,667.2756815405123,312.64102,0.12079207,0.9561548,-0.44478965,0.03693564,90,57.25490189,211.99999523,105.79999804,4069,87.15000153,34.99599838,0,0,22.5,0,940.42999268,266,16,312.64102173,667.27568154,243.61399841,3.44444847,22.69300079
Tue Aug 21 18:22:17 MESZ 2012,21-Aug-2012 18:21:22.684,6.949569850237865,50.33836616326183,93.69656,8.0,669.0129283512039,313.61353,0.07867683,0.96633655,-0.4396988,0.01852532,100,58.8235321,211.99999523,105.79999804,4455,101.08000183,34.99599838,0,0,22.5,0,940.20996094,267,16,313.61352539,669.01292835,244.56599426,3.4719336,22.69300079
Tue Aug 21 18:22:18 MESZ 2012,21-Aug-2012 18:21:23.685,6.949314871142837,50.33857813687752,101.41007,8.0,670.6999199472726,319.44098,0.14624633,0.8853457,-0.20227988,0.01419809,100,58.8235321,211.99999523,103.99999809,4455,101.08000183,34.99599838,0,0,22.5,0,939.91998291,268,17,319.440979,670.69991995,245.50500488,3.50169063,22.69300079
Tue Aug 21 18:22:19 MESZ 2012,21-Aug-2012 18:21:24.689,6.94905737281423,50.338786835337885,102.87825,8.0,671.9691144635236,321.47867,0.36931828,0.9575433,0.12122073,-0.06054625,107,9.4117651,211.99999523,103.99999809,4486,18.62000084,34.99599838,0,0,22.5,0,940.45996094,269,17,321.47866821,671.96911446,246.43600464,3.5312705,22.69300079
Tue Aug 21 18:22:20 MESZ 2012,21-Aug-2012 18:21:25.689,6.948836192568043,50.33899357576053,96.25435,8.0,672.9159671245372,323.1555,0.107833534,0.9436591,0.2994006,0.02907674,107,9.4117651,213.79999518,105.79999804,4486,83.51000214,34.99599838,0,0,10.5,0,941.04998779,270,16,323.15548706,672.91596712,247.60400391,3.5591414,22.69300079
Tue Aug 21 18:22:21 MESZ 2012,21-Aug-2012 18:21:26.688,6.948676377180779,50.33918971485041,78.15126,6.0,674.1420238553399,325.0725,-0.78954506,0.88719696,0.4512006,0.36693344,76,9.4117651,213.79999518,109.39999795,4653,83.51000214,34.99599838,0,0,10.5,0,941.25,271,16,325.07250977,674.14202386,248.54400635,3.58374739,22.69300079
Tue Aug 21 18:22:22 MESZ 2012,21-Aug-2012 18:21:27.683,6.948487008914625,50.3393231956281,65.131584,8.0,675.0118688472376,311.04904,-0.92792374,1.0394597,0.0420811,0.4639298,76,9.4117651,213.79999518,109.39999795,4653,43.40000153,34.99599838,0,0,12,0,941.41998291,272,15,311.04904175,675.01186885,249.49699402,3.6038022,22.69300079
Tue Aug 21 18:22:23 MESZ 2012,21-Aug-2012 18:21:28.684,6.948235360882505,50.339357977249286,64.375534,16.0,675.7080112250787,278.41888,-0.8469329,0.9420393,-0.17289177,0.37593472,64,56.07843399,213.79999518,109.39999795,4240,43.40000153,34.99599838,0,0,12,0,941.33996582,273,15,278.41888428,675.70801123,250.4730072,3.62212992,22.69300079
Tue Aug 21 18:22:24 MESZ 2012,21-Aug-2012 18:21:29.682,6.9479968068761,50.33931419950054,70.126144,16.0,676.3026343881329,252.09453,-0.7289177,0.9080231,-0.22565152,0.20153661,64,56.07843399,213.79999518,109.39999795,4240,43.40000153,34.99599838,0,0,21.5,0,941.17999268,274,15,252.0945282,676.30263439,251.54699707,3.63979697,22.69300079
Tue Aug 21 18:22:25 MESZ 2012,21-Aug-2012 18:21:30.690,6.947776499657813,50.33920193375514,80.4634,12.0,676.9164400087514,228.18767,-0.5491179,1.0725503,-0.014612497,0.2010822,82,56.07843399,213.79999518,109.39999795,5810,129.77999878,34.99599838,0,0,21.5,0,941.14996338,275,15,228.18766785,676.91644001,252.5059967,3.65984511,22.69300079
Tue Aug 21 18:22:26 MESZ 2012,21-Aug-2012 18:21:31.685,6.947538244497811,50.339042693788656,88.05887,12.0,677.2980771717882,224.07448,-0.1423125,0.9531467,-0.2992375,0.06848897,82,66.27451324,213.79999518,103.99999809,5810,129.77999878,34.99599838,0,0,22.5,0,941.07995605,276,15,224.07447815,677.29807717,253.44599915,3.68436956,22.69300079
Tue Aug 21 18:22:27 MESZ 2012,21-Aug-2012 18:21:32.683,6.947385039386478,50.33883072876083,95.85491,12.0,677.1037389216013,206.47188,-0.06803232,1.0190963,-0.36750123,0.25576606,98,56.07843399,213.79999518,103.99999809,4524,104.08999634,34.99599838,0,0,22.5,0,940.79998779,277,14,206.47187805,677.10373892,254.63400269,3.71034813,22.69300079
Tue Aug 21 18:22:28 MESZ 2012,21-Aug-2012 18:21:33.683,6.947214947229254,50.33857957750742,101.88735,12.0,675.9091860336873,205.46065,0.67962897,0.98299754,-0.24647774,0.1836153,98,56.07843399,213.79999518,103.99999809,4524,104.08999634,34.99599838,0,0,31,0,940.85998535,278,14,205.46064758,675.90918603,255.57899475,3.74079657,22.69300079
Tue Aug 21 18:22:29 MESZ 2012,21-Aug-2012 18:21:34.684,6.9470243597559485,50.338332390698135,108.57926,12.0,674.5457843276012,208.7846,0.52667195,0.83397436,-0.46515307,0.04918583,110,36.07843018,213.79999518,103.99999809,4804,17.07999992,34.99599838,0,0,31,0,941.36999512,279,14,208.78460693,674.54578433,256.55499268,3.77145791,22.69300079
Tue Aug 21 18:22:30 MESZ 2012,21-Aug-2012 18:21:35.685,6.9467593217961365,50.338088878979015,110.18137,12.0,673.1239963631353,217595,0.2950381,1.0156252,-0.36518717,0.17517573,110,36.07843018,213.79999518,107.599998,4804,17.07999992,34.99599838,0,0,22.5,0,941.0199585,280,15,217.59500122,673.12399636,257.47399902,3.80446911,22.69300079
